,Close,Portfolio,BuyHold,Signal,RSI,MACD_hist
2025-07-04,517.2355648089608,10449.561178779475,11972.117809717984,0,54.42549035949433,0.6198494277362903
2025-07-07,522.4877534006781,10549.352762022103,12093.686829439433,1,58.258289313412575,1.1069847337505785
2025-07-08,526.6444288111536,10628.329594821138,12189.898712567288,0,61.05012939311802,1.6191689188149434
2025-07-09,519.5094816192612,10492.765598175183,12024.750694605684,1,54.3325925552992,1.395908325980799
2025-07-10,514.1470151437638,10390.878735140732,11900.629143878541,1,49.88944580110148,0.8333229045341572
2025-07-11,516.9067112073681,10443.312960349213,11964.506047634544,1,52.06209986931561,0.6039850386774563
2025-07-14,518.8319008853092,10479.891564230094,12009.067170647957,1,53.57432536012124,0.5409097024270344
2025-07-15,516.8339730773866,10441.930935879565,11962.822425082955,1,51.749851657979754,0.33375397658983674
2025-07-16,515.701036106303,10420.405133428976,11936.599064178128,1,50.69555835270547,0.10159190092436199
2025-07-17,521.7512297029773,10535.358811765787,12076.638990739903,1,55.86649231322316,0.32410571251544984
2025-07-18,516.1690880810603,10429.298120949365,11947.432761170588,1,50.59419493263584,0.07684985913992026
2025-07-21,517.6996164399293,10458.378159767875,11982.85891333447,1,51.93361010129902,0.001851866424596782
2025-07-22,514.5797971174015,10384.440956930075,11910.646468917328,-1,49.01650345716179,-0.25802526345656074
2025-07-23,511.38313765506365,10384.440956930075,11836.65545537441,0,46.155745113773285,-0.6244735326757687
2025-07-24,516.284909809329,10384.440956930075,11950.11361196682,0,50.88899165657964,-0.5202624157488489
2025-07-25,519.5400841975245,10384.440956930075,12025.459032734721,-1,53.79385253406338,-0.23041027211725362
2025-07-28,522.7415502718127,10369.871064068544,12099.561301822405,1,56.517909760986605,0.15770115475764923
2025-07-29,529.0488168768204,10483.401862958684,12245.551531400572,0,61.35205645809787,0.7848996557730881
2025-07-30,527.277585826852,10451.519704059254,12204.553989388385,0,59.356356010122916,1.0117347285724572
2025-07-31,529.6943287140977,10495.021076029674,12260.492777303305,0,61.210405756925915,1.2406994562541236
2025-08-01,525.8152706344541,10425.198030596091,12170.706723365998,0,56.73664350970767,1.054385186390041
2025-08-04,525.9677550805416,10427.942750625665,12174.236182430523,1,56.87009091449461,0.8724294565051354
2025-08-05,523.2528585605105,10379.074613265106,12111.39622479727,1,53.69444758824028,0.5177659973297102
2025-08-06,521.978189261108,10356.130565875861,12081.892277158804,1,52.22005199448022,0.16417656706921013
2025-08-07,523.8269756173311,10389.408720287876,12124.684941792908,1,54.18506576443072,0.028753510912569613
2025-08-08,516.7979257144798,10248.936929223593,11961.988060037678,-1,46.37586588036155,-0.5294562930386713
2025-08-11,527.913550028295,10248.936929223593,12219.274242326235,0,56.943691597585364,-0.16424090221585796
2025-08-12,519.639978761101,10248.936929223593,12027.771227728756,-1,49.17553026021692,-0.4763845103493676
2025-08-13,510.19798349802915,10248.936929223593,11809.223456965843,-1,42.11461634914646,-1.2702008457768033
2025-08-14,515.4516607453588,10248.936929223593,11930.826933638016,-1,46.70046365559636,-1.3835686185922023
2025-08-15,518.4928009709156,10248.936929223593,12001.218243774794,-1,49.20886118655607,-1.2025469999499212
2025-08-18,520.5094464724383,10248.936929223593,12047.896235713697,-1,50.860376326351584,-0.9091372784038565
2025-08-19,522.5603297437847,10248.936929223593,12095.366707214644,-1,52.55013864313875,-0.5564088114754063
2025-08-20,522.692557743796,10248.936929223593,12098.427303394768,0,52.6631599248452,-0.3061670420858599
2025-08-21,517.2737765783487,10248.936929223593,11973.00227288323,-1,47.65376401406549,-0.48683465642247903
2025-08-22,517.9512266101647,10248.936929223593,11988.682771562964,-1,48.315672051007965,-0.53796020173384
2025-08-25,513.949566231715,10248.936929223593,11896.05892133918,0,44.71860842948135,-0.8025949772710772
2025-08-26,520.1690944263762,10248.936929223593,12040.018326556892,-1,50.84405857616918,-0.5330589572536438
2025-08-27,519.4592256045706,10248.936929223593,12023.587451067422,-1,50.1608873013351,-0.3838475348126166
2025-08-28,514.5212636797975,10248.936929223593,11909.291633212899,-1,45.57358943669512,-0.5868273064411369
2025-08-29,512.7427539927563,10248.936929223593,11868.125617285812,0,44.01238486567869,-0.7969468015082384
2025-09-01,515.4885824272596,10248.936929223593,11931.681535980788,-1,47.02943830882121,-0.7099774335652546
2025-09-02,512.2076550129782,10248.936929223593,11855.740026538337,-1,43.97977466628418,-0.8243528963170756
2025-09-03,507.3587671063803,10248.936929223593,11743.505947496715,0,39.86536011344753,-1.1571163560746376
2025-09-04,509.04535273140834,10248.936929223593,11782.544256485524,0,41.90133371983783,-1.1896012160842353
2025-09-05,510.74536000767023,10248.936929223593,11821.893227773493,0,43.960853696785456,-1.0286064768652698
2025-09-08,507.842631656373,10248.936929223593,11754.70564796317,-1,41.270671587749334,-1.0461735161282881
2025-09-09,505.17520871620155,10248.936929223593,11692.964530644851,0,38.91403816131017,-1.1573376429168858
2025-09-10,506.7839893061348,10248.936929223593,11730.201936699446,0,41.098606747987546,-1.045804077779564
2025-09-11,498.1803113886281,10248.936929223593,11531.058156508494,0,34.07939754975001,-1.4498863322413849
2025-09-12,489.9655346165381,10248.936929223593,11340.916020144918,0,28.988611887420404,-2.1278405870068307
2025-09-15,485.9373659468873,10248.936929223593,11247.678599612387,0,26.869069553201115,-2.6698836959457144
2025-09-16,484.88707753320546,10248.936929223593,11223.368251526741,0,26.328530707756116,-2.9021989701928304
2025-09-17,487.8598672496745,10248.936929223593,11292.177496541111,0,30.585169960456895,-2.664846341391957
2025-09-18,497.6679359888376,10248.936929223593,11519.198533801846,-1,42.408276066862896,-1.7032721243230124
2025-09-19,503.98429536872976,10248.936929223593,11665.399227972048,-1,48.49265809870834,-0.5571277879473246
2025-09-22,504.22657958970353,10248.936929223593,11671.00722447168,-1,48.71646697970577,0.2582552638949309
2025-09-23,505.3216616511084,10248.936929223593,11696.354382212641,0,49.77865819818048,0.8774147734674163
2025-09-24,500.45523598635737,10248.936929223593,11583.714368001412,0,45.28944829434983,0.9586785019568609
2025-09-25,501.5451486026216,10248.936929223593,11608.941871931915,-1,46.45416076504229,1.0764741684824521
2025-09-26,501.01155287983636,10248.936929223593,11596.591076103892,-1,45.93854027690745,1.1049302907756244
2025-09-29,504.15420933144554,10248.936929223593,11669.332116809459,-1,49.494168339085796,1.3079898663235987
2025-09-30,500.3595558864675,10248.936929223593,11581.499722478437,-1,45.59472137184123,1.1641387009866122
2025-10-01,504.6787387151978,10248.936929223593,11681.473059939039,0,50.38616051561972,1.3255442878370673
2025-10-02,515.1724565848405,10248.936929223593,11924.364375124811,0,59.67761369805815,2.0608409634890728
2025-10-03,515.7365076863354,10248.936929223593,11937.420101948801,0,60.110045965465275,2.478910779673983
2025-10-06,519.4604041126062,10234.525295503818,12023.614729232346,1,62.93613836944152,2.872237043011821
2025-10-07,525.0091388044381,10334.402519956793,12152.047710150848,0,66.71962405636289,3.339346219860828
2025-10-08,523.7414277645828,10311.583721239398,12122.704820855459,0,65.08494327748656,3.385593774922699
2025-10-09,526.4068053877141,10359.560518455763,12184.39859654024,1,66.92007418925552,3.408913122647381
2025-10-10,527.7497264262571,10383.733097149536,12215.482323136888,0,67.83731426127784,3.3244733831778297
2025-10-13,529.6349081811304,10417.666368737255,12259.117408575012,1,69.13128506325151,3.203947470952583
2025-10-14,525.9930763700203,10352.113396137273,12174.822277976456,1,63.79192489826864,2.7070980741799744
2025-10-15,527.4101659368383,10377.621008339996,12207.62273563086,1,64.92706330321366,2.317100593950016
2025-10-16,531.827742672151,10457.137389575624,12309.873533346532,1,68.26691484056487,2.2007230777506948
2025-10-17,542.3652304052853,10646.812168772041,12553.777961314738,0,74.50380465894406,2.647488485408303
2025-10-20,549.9102086695872,10782.621777529477,12728.41670388718,0,77.85927367323728,3.2267916618905472
2025-10-21,565.4386773445607,11062.134213678999,13087.844146680993,0,82.85920586477977,4.360932110634021
2025-10-22,561.5890742779118,10992.84135847932,12998.739868920058,0,78.14769263333051,4.536777581997713
2025-10-23,568.8155169223726,11122.917326079614,13166.005673073738,0,80.40065760846522,4.79927134443458
2025-10-24,571.432127496198,11170.01631640847,13226.57066934108,0,81.15815271983251,4.797186996755846
2025-10-27,587.8194495893007,11464.988114084319,13605.877437925104,0,85.05410652111526,5.497260359066518
2025-10-28,583.5286148298977,11387.753088415066,13506.5602549302,0,80.36820587723011,5.268572537752664
2025-10-29,579.0490628245675,11307.121152319123,13402.874955636482,0,75.68051114761924,4.445691756825626
2025-10-30,576.2738475800469,11257.167277917752,13338.638839415438,0,72.84568988080463,3.392153270174596
2025-10-31,562.9695580833571,11017.690066977335,13030.693036640268,1,61.04126465243756,1.569598906117136
2025-11-03,560.7688761561685,10978.07779228794,12979.755272328275,1,59.328665063864314,0.06561046143617588
2025-11-04,557.0063458252685,10910.352246331739,12892.666410987486,0,56.414395838497754,-1.2596885330091414
2025-11-05,559.3484045765283,10937.411931066492,12946.876533405732,-1,57.80383809501166,-2.0110623798293226
2025-11-06,562.9847686651774,10937.411931066492,13031.045106161191,0,59.939199149642846,-2.276139643400505
2025-11-07,577.0109993806815,10922.116796237244,13355.701216408215,1,66.89768880911383,-1.5542750433796932
2025-11-10,584.9766858836786,11057.533466788194,13540.077821068773,0,70.07656570866641,-0.6348830045430223
2025-11-11,582.3309276670365,11012.555577105279,13478.838163124201,1,67.74937324554026,-0.31563122864484683
2025-11-12,577.4504261054858,10929.587050558917,13365.872343213927,0,63.556439162014165,-0.5311681606270096
2025-11-13,582.2450143504896,11011.095050723981,13476.849583032064,1,65.79599191666449,-0.45194922363437406
2025-11-14,574.418011954118,10863.393233233935,13295.683009884846,-1,59.38072377860319,-0.996586150613771
2025-11-17,588.4208900219039,10863.393233233935,13619.798591466264,0,65.80450564350153,-0.5082896852848471
2025-11-18,598.1611866247049,10847.988639576053,13845.250950824808,1,69.42646683306377,0.33096261559491147
2025-11-19,596.2290614950238,10815.142512371474,13800.52929738591,1,67.89032767070438,0.6005312258334108
2025-11-20,585.4029641326769,10631.098857211577,13549.94460859065,0,59.89368168768955,-0.07005935869108093
2025-11-21,596.3186620573206,10816.665721930522,13802.603223775775,1,64.44154229066598,0.09290021582401131
2025-11-24,596.9301998789787,10827.061864898707,13816.758095064823,1,64.68316216605567,0.11197110754175732
2025-11-25,607.2295116209256,11002.150164511806,14055.14961707693,1,68.5581265937222,0.6578515271950831
2025-11-26,597.0686601060406,10829.415688758761,13819.962944582388,1,61.40056844079078,0.19809080225982534
2025-11-27,594.2072083880227,10780.771009552456,13753.730768363834,0,59.516131374073495,-0.4025057393781726
2025-11-28,595.6706958182078,10805.650295865604,13787.605167417754,0,60.18910561079662,-0.782966274740378
2025-12-01,597.4361250439051,10835.662592702458,13828.468418347868,0,61.03066624288937,-0.9844516976507336
2025-12-02,595.6433472884511,10790.001528472336,13786.972148649427,-1,59.65165812355866,-1.2880294809563058
2025-12-03,601.5248483446856,10774.638065809359,13923.107457846943,1,62.63453616968431,-1.1469925038844817
2025-12-04,595.2621053782241,10668.171435379514,13778.147788195936,0,57.73962456613471,-1.5070760544490618
2025-12-05,595.6736970869345,10675.168494427591,13787.674635848038,0,57.972088461100306,-1.7330006910028857
2025-12-08,597.9631972841659,10714.089997780524,13840.668219335961,0,59.31281006247118,-1.7392001848482437
2025-12-09,603.0896948378987,10801.240456193984,13959.327949718556,1,62.219093231811286,-1.4223406957417417
2025-12-10,609.6871213015345,10913.396706075791,14112.034322283582,0,65.6223513292743,-0.8224913439905706
2025-12-11,602.9222127990522,10798.393261533593,13955.451351053454,0,59.68541017337029,-0.9275928995220912
2025-12-12,593.2698079836942,10619.179042362292,13732.033366176029,-1,52.40078759794945,-1.651193526476069
2025-12-15,603.7897405163704,10619.179042362292,13975.53145524885,0,58.36507748511288,-1.4334102011787913
2025-12-16,607.6466093863671,10619.179042362292,14064.803909870738,0,60.327769681845005,-1.0589563390531609
2025-12-17,603.6471775755751,10619.179042362292,13972.231642864272,0,57.31074676571361,-1.1048910898599793
2025-12-18,616.3321129459359,10619.179042362292,14265.841655390594,0,63.53897915595826,-0.34463369736378446
2025-12-19,618.6668379182219,10619.179042362292,14319.882027559941,0,64.56374862483122,0.2213346055193739
2025-12-22,628.9067430471931,10604.059568327672,14556.898503040813,1,68.7166827367781,1.139842940702703
2025-12-23,630.9256731693758,10636.362450282595,14603.629375619708,0,69.47623115081828,1.7039254617379882
2025-12-24,646.7801886995064,10890.034698764684,14970.603614548605,0,74.67607251803994,2.8953617584686135
2025-12-25,660.6627369506746,11112.155470783375,15291.933999522165,0,78.18106010219442,4.285108728525724
2025-12-26,658.9532260166135,11084.803295838397,15252.365053200503,0,76.77194859596845,4.72148473320037
2025-12-29,666.899445056245,11211.942800472501,15436.291057050275,0,78.69421947988715,5.14287564600621
2025-12-30,672.3310151858393,11298.84792254601,15562.012105461294,0,79.91761434836437,5.360583512919099
2025-12-31,683.6420289258068,11479.82414238549,15823.820840698296,0,82.20868310552714,5.8022086881352095
2026-01-01,675.999538949188,11357.54430275959,15646.925057452101,0,75.90745391776447,5.138237437142358
2026-01-02,681.8351844126202,11450.914630174504,15781.998976836898,1,77.33596471399953,4.664538269225595
2026-01-05,690.7679711485204,11593.839217948907,15988.760426449866,0,79.3539608279977,4.521950944198707
2026-01-06,676.4657074551964,11365.002998855723,15657.715159008967,1,68.79244336284638,3.1012596928079006
2026-01-07,667.1310880557044,11215.649088463852,15441.65274806305,1,62.90756977375492,1.263907699688069
2026-01-08,651.072718312359,10943.094635912577,15069.960027222502,-1,54.30162164103617,-1.1702568870757943
2026-01-09,649.2283061192791,10943.094635912577,15027.268608519711,0,53.39805033408898,-2.9411202988241953
2026-01-12,655.0781823613198,10943.094635912577,15162.671918552827,0,55.904272251688624,-3.7056728773380954
2026-01-13,667.1501495576017,10943.094635912577,15442.093952345725,0,60.6118458426717,-3.393884924703439
2026-01-14,668.0101977434866,10943.094635912577,15462.00093265411,0,60.93184799030279,-3.131595146909227
2026-01-15,681.3325833343264,10927.588701633453,15770.365594041872,1,65.59474613850267,-2.111624732043012
2026-01-16,670.3214192661918,10762.421240611433,15515.497285644456,0,59.295472002458254,-2.2183207788666905
2026-01-19,656.8877830222784,10546.141648493105,15204.557577187965,-1,52.652186760710215,-3.17513686678579
2026-01-20,656.7126748781251,10546.141648493105,15200.504461984992,-1,52.56950823414495,-3.7612687783382963
2026-01-21,660.0020077276909,10546.141648493105,15276.640526613342,0,54.02979749855526,-3.854671803123738
2026-01-22,660.007065338171,10546.141648493105,15276.75759185909,0,54.032140959830535,-3.8351547628612614
2026-01-23,643.8967514458593,10531.293588291193,14903.862553325673,1,45.989741502116054,-4.765588996338259
2026-01-26,643.4657008992655,10524.827830092287,14893.885304511256,1,45.79334006271188,-5.231183686184449
2026-01-27,633.6505106022963,10363.347591528029,14666.699429148031,-1,41.45235660525488,-5.967969662547636
2026-01-28,638.9960310365673,10363.347591528029,14790.428740795393,-1,44.53605920295514,-5.85498619434914
2026-01-29,642.0626873398722,10363.347591528029,14861.410655116464,-1,46.28399925235489,-5.347393568285829
2026-01-30,635.077971518179,10363.347591528029,14699.739945725865,-1,42.962929366550284,-5.248343706708776
2026-02-02,631.4158559928763,10363.347591528029,14614.97532108542,-1,41.290065164822764,-5.186550266884964
2026-02-03,623.6427717840405,10363.347591528029,14435.056757427847,-1,37.91541590278194,-5.4018789648851335
2026-02-04,622.1758709577097,10363.347591528029,14401.103350696249,0,37.295922772823495,-5.364856698036265
2026-02-05,628.3115876259344,10363.347591528029,14543.122824601083,-1,41.59448994970265,-4.674197622659689
2026-02-06,619.874171920085,10363.347591528029,14347.827408522524,-1,37.760952490738006,-4.529426969482311
2026-02-09,622.6317182420029,10363.347591528029,14411.654553595097,-1,39.71646532182993,-4.009637917173139
2026-02-10,617.673644948358,10363.347591528029,14296.893230864596,-1,37.43877749529384,-3.7652968415260393
2026-02-11,610.8085272890324,10363.347591528029,14137.990782953118,-1,34.48940867642128,-3.819531227347853
2026-02-12,609.0467329669012,10363.347591528029,14097.211666789986,-1,33.75450391769803,-3.7236762145627846
2026-02-13,600.5061267425712,10363.347591528029,13899.52776637634,0,30.37551241204075,-3.962893880351439
2026-02-16,595.55567934065,10363.347591528029,13784.942955240043,0,28.589043623635035,-4.161440638759547
2026-02-17,586.0419544686503,10363.347591528029,13564.734905511494,0,25.48678693776101,-4.6058204536928
2026-02-18,598.9212236241565,10363.347591528029,13862.843036745156,-1,35.664578801511325,-3.7414223804826285
2026-02-19,598.2163907427127,10363.347591528029,13846.52872491719,-1,35.379769028209424,-2.9603990562150173
2026-02-20,592.2361973027012,10363.347591528029,13708.109046805603,-1,32.97374570798529,-2.602489780952606
2026-02-23,592.8093391706057,10363.347591528029,13721.375191732759,-1,33.440925126562405,-2.104392239946341
2026-02-24,591.0617748250421,10363.347591528029,13680.925447653623,-1,32.69267814258029,-1.6878442193975083
2026-02-25,588.5487957811322,10363.347591528029,13622.759143528434,-1,31.59780456543166,-1.3892460334531762
2026-02-26,591.9447225685154,10363.347591528029,13701.362469242793,-1,34.77665907891621,-0.7999705904907035
2026-02-27,596.3784433076154,10363.347591528029,13803.986941795254,0,38.77711164843747,0.008657813680574833
2026-03-02,591.6276844153048,10363.347591528029,13694.024191717705,0,36.214030888704436,0.32623100085659473
2026-03-03,586.5930399719598,10363.347591528029,13577.49052600191,-1,33.673820299784,0.30051212100457825
2026-03-04,583.7183701738251,10363.347591528029,13510.95239941346,0,32.281465423581196,0.1981322582437599
2026-03-05,566.6603367349699,10363.347591528029,13116.121108167059,0,25.534474164372696,-0.8525310179754104
2026-03-06,555.4504960659149,10363.347591528029,12856.654160708289,0,22.24422130605852,-2.0673213706062032
2026-03-09,563.672547151151,10363.347591528029,13046.964670903624,0,29.427208121188997,-2.0764922985348395
2026-03-10,573.8973487683172,10363.347591528029,13283.63155514412,-1,37.19704459697757,-1.1969799664566327
2026-03-11,571.2640595360979,10363.347591528029,13222.680508734857,-1,36.094874873341965,-0.6244088331299231
2026-03-12,574.3024322960686,10363.347591528029,13293.007762131754,0,38.364217794698945,0.08913775066110752
2026-03-13,575.5285690540775,10363.347591528029,13321.388358356087,-1,39.30097850992052,0.7377838937567951
2026-03-16,595.8715297353306,10363.347591528029,13792.253740484977,0,52.26389371750104,2.530058078960028
2026-03-17,602.923609069312,10363.347591528029,13955.483669620044,-1,55.78875062338666,4.091222679017601
2026-03-18,602.2392840819113,10363.347591528029,13939.644040780287,0,55.36154926335327,4.922649466211064
2026-03-19,595.5746119052418,10363.347591528029,13785.381175094115,0,51.24583125906682,4.860234463298919
2026-03-20,584.3317380251958,10363.347591528029,13525.149629219217,-1,45.14820138410988,3.9376010458685844
2026-03-23,585.9921538400605,10363.347591528029,13563.582202501415,-1,46.16696997677306,3.3386485743527903
2026-03-24,580.9079634741444,10363.347591528029,13445.901729291374,-1,43.502629001385536,2.5359366620054304
2026-03-25,571.2259445877029,10363.347591528029,13221.798286622647,-1,38.89875964889416,1.3483891770508682
2026-03-26,567.0223644869832,10363.347591528029,13124.500730900641,0,37.06472975333989,0.328435325167896
2026-03-27,559.8900305569906,10363.347591528029,12959.413200425706,-1,34.12479474814094,-0.7206612158474899
2026-03-30,571.4493519485904,10363.347591528029,13226.969352624445,-1,42.135559910880666,-0.5385281473987593
2026-03-31,577.7236813025004,10363.347591528029,13372.1972049082,0,45.97581356532194,0.06971964041269274
2026-04-01,577.8994989707277,10363.347591528029,13376.266743007005,-1,46.08379456967225,0.5238108512795359
2026-04-02,588.3937664867465,10363.347591528029,13619.170780502724,-1,52.22225015294708,1.5147809872226174
2026-04-03,589.175400352663,10363.347591528029,13637.26275515314,0,52.65461795397356,2.1670180589585666
2026-04-06,583.321700943184,10363.347591528029,13501.770952730692,0,49.07297897856443,2.144361922542264
2026-04-07,594.2166855535668,10348.74867783165,13753.950130198396,1,55.18332570019049,2.763857921805042
2026-04-08,598.2971243074262,10414.035697893401,13848.3974126365,1,57.25202811941564,3.312179647390952
2026-04-09,591.0894664611598,10298.713172353138,13681.566408083454,1,52.630673395887044,3.0592177048274523
2026-04-10,589.9758159956399,10280.89476490482,13655.789459475955,1,51.93314407292727,2.699220103902728
2026-04-13,584.0126831995419,10185.484640167253,13517.76467307859,1,48.245960494588005,1.9753715933751974
2026-04-14,574.5554172983246,10020.383652175955,13298.863442709751,-1,43.02825372917246,0.8339240334225426
2026-04-15,581.1709233930166,10020.383652175955,13451.988292826762,0,47.32011510408114,0.5143961250686133
2026-04-16,594.7197609473819,10006.403889499283,13765.594491668684,1,54.825947346226826,1.1680783154671974
2026-04-17,584.9765795737151,9860.25616889428,13540.075360380657,1,49.377569934082416,0.9083781206289576
2026-04-20,589.1624560273583,9923.04431569893,13636.963141209206,1,51.60278363133914,0.9766510074665158
